PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34112161","Medical recommender systems based on continuous-valued logic and multi-criteria decision operators, using interpretable neural networks","Ochoa JGD, Csiszár O, Schimper T.","BMC Med Inform Decis Mak. 2021 Jun 11;21(1):186. doi: 10.1186/s12911-021-01553-3.","Ochoa JGD","BMC Med Inform Decis Mak","2021","2021/06/11","PMC8194023","","10.1186/s12911-021-01553-3"
"26051106","Differential diagnosis of pleural mesothelioma using Logic Learning Machine","Parodi S, Filiberti R, Marroni P, Libener R, Ivaldi GP, Mussap M, Ferrari E, Manneschi C, Montani E, Muselli M.","BMC Bioinformatics. 2015;16 Suppl 9(Suppl 9):S3. doi: 10.1186/1471-2105-16-S9-S3. Epub 2015 Jun 1.","Parodi S","BMC Bioinformatics","2015","2015/06/09","PMC4464205","","10.1186/1471-2105-16-S9-S3"
"33240737","Testing the Generalizability of an Automated Method for Explaining Machine Learning Predictions on Asthma Patients' Asthma Hospital Visits to an Academic Healthcare System","Tong Y, Messinger AI, Luo G.","IEEE Access. 2020;8:195971-195979. doi: 10.1109/access.2020.3032683. Epub 2020 Oct 21.","Tong Y","IEEE Access","2020","2020/11/26","PMC7685253","NIHMS1644685","10.1109/access.2020.3032683"
"34734858","Statistical Inference for Clustering Results Interpretation in Clinical Practice","Kanonirov A, Balabaeva K, Kovalchuk S.","Stud Health Technol Inform. 2021 Oct 27;285:100-105. doi: 10.3233/SHTI210580.","Kanonirov A","Stud Health Technol Inform","2021","2021/11/04","","","10.3233/SHTI210580"
"33064864","Interpretation of cluster structures in pain-related phenotype data using explainable artificial intelligence (XAI)","Lötsch J, Malkusch S.","Eur J Pain. 2021 Feb;25(2):442-465. doi: 10.1002/ejp.1683. Epub 2020 Nov 3.","Lötsch J","Eur J Pain","2021","2020/10/16","","","10.1002/ejp.1683"
"32877817","White learning methodology: A case study of cancer-related disease factors analysis in real-time PACS environment","Li T, Fong S, Siu SWI, Yang XS, Liu LS, Mohammed S.","Comput Methods Programs Biomed. 2020 Dec;197:105724. doi: 10.1016/j.cmpb.2020.105724. Epub 2020 Aug 26.","Li T","Comput Methods Programs Biomed","2020","2020/09/03","","","10.1016/j.cmpb.2020.105724"
"29105694","[""Handle with care"": about the potential unintended consequences of oracular artificial intelligence systems in medicine.]","Cabitza F, Alderighi C, Rasoini R, Gensini GF.","Recenti Prog Med. 2017 Oct;108(10):397-401. doi: 10.1701/2802.28353.","Cabitza F","Recenti Prog Med","2017","2017/11/07","","","10.1701/2802.28353"
"25570621","Joint optimization of algorithmic suites for EEG analysis","Santana E, Brockmeier AJ, Principe JC.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:2997-3000. doi: 10.1109/EMBC.2014.6944253.","Santana E","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6944253"
"32381339","Artificial intelligence for early prediction of pulmonary hypertension using electrocardiography","Kwon JM, Kim KH, Medina-Inojosa J, Jeon KH, Park J, Oh BH.","J Heart Lung Transplant. 2020 Aug;39(8):805-814. doi: 10.1016/j.healun.2020.04.009. Epub 2020 Apr 23.","Kwon JM","J Heart Lung Transplant","2020","2020/05/09","","","10.1016/j.healun.2020.04.009"
"32737308","Explainable artificial intelligence model to predict acute critical illness from electronic health records","Lauritsen SM, Kristensen M, Olsen MV, Larsen MS, Lauritsen KM, Jørgensen MJ, Lange J, Thiesson B.","Nat Commun. 2020 Jul 31;11(1):3852. doi: 10.1038/s41467-020-17431-x.","Lauritsen SM","Nat Commun","2020","2020/08/02","PMC7395744","","10.1038/s41467-020-17431-x"
"34416832","Personalization of Medical Treatment Decisions: Simplifying Complex Models while Maintaining Patient Health Outcomes","Weyant C, Brandeau ML.","Med Decis Making. 2021 Aug 20:272989X211037921. doi: 10.1177/0272989X211037921. Online ahead of print.","Weyant C","Med Decis Making","2021","2021/08/21","PMC8858337","NIHMS1730666","10.1177/0272989X211037921"
"33970113","Combining External Medical Knowledge for Improving Obstetric Intelligent Diagnosis: Model Development and Validation","Zhang K, Cai L, Song Y, Liu T, Zhao Y.","JMIR Med Inform. 2021 May 10;9(5):e25304. doi: 10.2196/25304.","Zhang K","JMIR Med Inform","2021","2021/05/10","PMC8145091","","10.2196/25304"
"30531348","Mortality Risk in Homebound Older Adults Predicted From Routinely Collected Nursing Data","Sullivan SS, Hewner S, Chandola V, Westra BL.","Nurs Res. 2019 Mar/Apr;68(2):156-166. doi: 10.1097/NNR.0000000000000328.","Sullivan SS","Nurs Res","2019","2018/12/12","PMC7307641","NIHMS1592123","10.1097/NNR.0000000000000328"
"32515746","Improving Clinical Translation of Machine Learning Approaches Through Clinician-Tailored Visual Displays of Black Box Algorithms: Development and Validation","Wongvibulsin S, Wu KC, Zeger SL.","JMIR Med Inform. 2020 Jun 9;8(6):e15791. doi: 10.2196/15791.","Wongvibulsin S","JMIR Med Inform","2020","2020/06/10","PMC7312245","","10.2196/15791"
"33523003","Machine Learning for the Prediction of Amyloid Positivity in Amnestic Mild Cognitive Impairment","Kang SH, Cheon BK, Kim JS, Jang H, Kim HJ, Park KW, Noh Y, Lee JS, Ye BS, Na DL, Lee H, Seo SW.","J Alzheimers Dis. 2021;80(1):143-157. doi: 10.3233/JAD-201092.","Kang SH","J Alzheimers Dis","2021","2021/02/01","","","10.3233/JAD-201092"
"30211313","Correlating nuclear morphometric patterns with estrogen receptor status in breast cancer pathologic specimens","Rawat RR, Ruderman D, Macklin P, Rimm DL, Agus DB.","NPJ Breast Cancer. 2018 Sep 4;4:32. doi: 10.1038/s41523-018-0084-4. eCollection 2018.","Rawat RR","NPJ Breast Cancer","2018","2018/09/14","PMC6123433","","10.1038/s41523-018-0084-4"
"31944948","Radon Inversion via Deep Learning","He J, Wang Y, Ma J.","IEEE Trans Med Imaging. 2020 Jun;39(6):2076-2087. doi: 10.1109/TMI.2020.2964266. Epub 2020 Jan 6.","He J","IEEE Trans Med Imaging","2020","2020/01/17","","","10.1109/TMI.2020.2964266"
"30458795","Machine learning in critical care: state-of-the-art and a sepsis case study","Vellido A, Ribas V, Morales C, Ruiz Sanmartín A, Ruiz Rodríguez JC.","Biomed Eng Online. 2018 Nov 20;17(Suppl 1):135. doi: 10.1186/s12938-018-0569-2.","Vellido A","Biomed Eng Online","2018","2018/11/22","PMC6245501","","10.1186/s12938-018-0569-2"
"31066697","Natural Language Processing of Clinical Notes on Chronic Diseases: Systematic Review","Sheikhalishahi S, Miotto R, Dudley JT, Lavelli A, Rinaldi F, Osmani V.","JMIR Med Inform. 2019 Apr 27;7(2):e12239. doi: 10.2196/12239.","Sheikhalishahi S","JMIR Med Inform","2019","2019/05/09","PMC6528438","","10.2196/12239"
"31062833","Machine Learning Algorithm Helps Identify Non-Diagnosed Prodromal Alzheimer's Disease Patients in the General Population","Uspenskaya-Cadoz O, Alamuri C, Wang L, Yang M, Khinda S, Nigmatullina Y, Cao T, Kayal N, O'Keefe M, Rubel C.","J Prev Alzheimers Dis. 2019;6(3):185-191. doi: 10.14283/jpad.2019.10.","Uspenskaya-Cadoz O","J Prev Alzheimers Dis","2019","2019/05/08","","","10.14283/jpad.2019.10"
"35196350","Combining explainable machine learning, demographic and multi-omic data to inform precision medicine strategies for inflammatory bowel disease","Gardiner LJ, Carrieri AP, Bingham K, Macluskie G, Bunton D, McNeil M, Pyzer-Knapp EO.","PLoS One. 2022 Feb 23;17(2):e0263248. doi: 10.1371/journal.pone.0263248. eCollection 2022.","Gardiner LJ","PLoS One","2022","2022/02/23","PMC8865677","","10.1371/journal.pone.0263248"
"29374138","A Shared Vision for Machine Learning in Neuroscience","Vu MT, Adalı T, Ba D, Buzsáki G, Carlson D, Heller K, Liston C, Rudin C, Sohal VS, Widge AS, Mayberg HS, Sapiro G, Dzirasa K.","J Neurosci. 2018 Feb 14;38(7):1601-1607. doi: 10.1523/JNEUROSCI.0508-17.2018. Epub 2018 Jan 26.","Vu MT","J Neurosci","2018","2018/01/28","PMC5815449","","10.1523/JNEUROSCI.0508-17.2018"
"34545819","Automated Creation of Expert Systems with the InteKRator Toolbox","Apeldoorn D, Panholzer T.","Stud Health Technol Inform. 2021 Sep 21;283:46-55. doi: 10.3233/SHTI210540.","Apeldoorn D","Stud Health Technol Inform","2021","2021/09/21","","","10.3233/SHTI210540"
"35072631","Explanation of Machine Learning Models Revealed Influential Factors of Early Outcomes in Acute Ischemic Stroke: A registry database study","Su PY, Wei YC, Luo H, Liu CH, Huang WY, Chen KF, Lin CP, Wei HY, Lee TH.","JMIR Med Inform. 2022 Jan 24. doi: 10.2196/32508. Online ahead of print.","Su PY","JMIR Med Inform","2022","2022/01/24","","","10.2196/32508"
"34837021","Using explainable machine learning to characterise data drift and detect emergent health risks for emergency department admissions during COVID-19","Duckworth C, Chmiel FP, Burns DK, Zlatev ZD, White NM, Daniels TWV, Kiuber M, Boniface MJ.","Sci Rep. 2021 Nov 26;11(1):23017. doi: 10.1038/s41598-021-02481-y.","Duckworth C","Sci Rep","2021","2021/11/27","PMC8626460","","10.1038/s41598-021-02481-y"
"31527280","Building more accurate decision trees with the additive tree","Luna JM, Gennatas ED, Ungar LH, Eaton E, Diffenderfer ES, Jensen ST, Simone CB 2nd, Friedman JH, Solberg TD, Valdes G.","Proc Natl Acad Sci U S A. 2019 Oct 1;116(40):19887-19893. doi: 10.1073/pnas.1816748116. Epub 2019 Sep 16.","Luna JM","Proc Natl Acad Sci U S A","2019","2019/09/19","PMC6778203","","10.1073/pnas.1816748116"
"31586211","An Online Calculator for the Prediction of Survival in Glioblastoma Patients Using Classical Statistics and Machine Learning","Senders JT, Staples P, Mehrtash A, Cote DJ, Taphoorn MJB, Reardon DA, Gormley WB, Smith TR, Broekman ML, Arnaout O.","Neurosurgery. 2020 Feb 1;86(2):E184-E192. doi: 10.1093/neuros/nyz403.","Senders JT","Neurosurgery","2020","2019/10/06","PMC7061165","","10.1093/neuros/nyz403"
"31525078","Automated and Interpretable Patient ECG Profiles for Disease Detection, Tracking, and Discovery","Tison GH, Zhang J, Delling FN, Deo RC.","Circ Cardiovasc Qual Outcomes. 2019 Sep;12(9):e005289. doi: 10.1161/CIRCOUTCOMES.118.005289. Epub 2019 Sep 5.","Tison GH","Circ Cardiovasc Qual Outcomes","2019","2019/09/17","PMC6951431","NIHMS1536308","10.1161/CIRCOUTCOMES.118.005289"
"35022512","An explainable machine learning framework for lung cancer hospital length of stay prediction","Alsinglawi B, Alshari O, Alorjani M, Mubin O, Alnajjar F, Novoa M, Darwish O.","Sci Rep. 2022 Jan 12;12(1):607. doi: 10.1038/s41598-021-04608-7.","Alsinglawi B","Sci Rep","2022","2022/01/13","PMC8755804","","10.1038/s41598-021-04608-7"
"34848883","Studying osteoarthritis with artificial intelligence applied to magnetic resonance imaging","Calivà F, Namiri NK, Dubreuil M, Pedoia V, Ozhinsky E, Majumdar S.","Nat Rev Rheumatol. 2022 Feb;18(2):112-121. doi: 10.1038/s41584-021-00719-7. Epub 2021 Nov 30.","Calivà F","Nat Rev Rheumatol","2022","2021/12/01","","","10.1038/s41584-021-00719-7"
"32657885","Machine learning for classification and prediction of brain diseases: recent advances and upcoming challenges","Burgos N, Colliot O.","Curr Opin Neurol. 2020 Aug;33(4):439-450. doi: 10.1097/WCO.0000000000000838.","Burgos N","Curr Opin Neurol","2020","2020/07/14","","","10.1097/WCO.0000000000000838"
"29295063","Making Sense of Patient-Generated Health Data for Interpretable Patient-Centered Care: The Transition from ""More"" to ""Better""","Hsueh PS, Dey S, Das S, Wetter T.","Stud Health Technol Inform. 2017;245:113-117.","Hsueh PS","Stud Health Technol Inform","2017","2018/01/04","","",""
"32749975","HCET: Hierarchical Clinical Embedding With Topic Modeling on Electronic Health Records for Predicting Future Depression","Meng Y, Speier W, Ong M, Arnold CW.","IEEE J Biomed Health Inform. 2021 Apr;25(4):1265-1272. doi: 10.1109/JBHI.2020.3004072. Epub 2021 Apr 6.","Meng Y","IEEE J Biomed Health Inform","2021","2020/08/05","PMC8086808","NIHMS1691097","10.1109/JBHI.2020.3004072"
"34417703","Accelerating Prediction of Malignant Cerebral Edema After Ischemic Stroke with Automated Image Analysis and Explainable Neural Networks","Foroushani HM, Hamzehloo A, Kumar A, Chen Y, Heitsch L, Slowik A, Strbian D, Lee JM, Marcus DS, Dhar R.","Neurocrit Care. 2021 Aug 20:10.1007/s12028-021-01325-x. doi: 10.1007/s12028-021-01325-x. Online ahead of print.","Foroushani HM","Neurocrit Care","2021","2021/08/21","PMC8858326","NIHMS1737973","10.1007/s12028-021-01325-x"
"32013775","AIBx, Artificial Intelligence Model to Risk Stratify Thyroid Nodules","Thomas J, Haertling T.","Thyroid. 2020 Jun;30(6):878-884. doi: 10.1089/thy.2019.0752. Epub 2020 Mar 11.","Thomas J","Thyroid","2020","2020/02/05","","","10.1089/thy.2019.0752"
"30481172","Development and validation of machine learning models to identify high-risk surgical patients using automatically curated electronic health record data (Pythia): A retrospective, single-site study","Corey KM, Kashyap S, Lorenzi E, Lagoo-Deenadayalan SA, Heller K, Whalen K, Balu S, Heflin MT, McDonald SR, Swaminathan M, Sendak M.","PLoS Med. 2018 Nov 27;15(11):e1002701. doi: 10.1371/journal.pmed.1002701. eCollection 2018 Nov.","Corey KM","PLoS Med","2018","2018/11/28","PMC6258507","","10.1371/journal.pmed.1002701"
"32341266","Explainable Machine Learning Model for Predicting GI Bleed Mortality in the Intensive Care Unit","Deshmukh F, Merchant SS.","Am J Gastroenterol. 2020 Oct;115(10):1657-1668. doi: 10.14309/ajg.0000000000000632.","Deshmukh F","Am J Gastroenterol","2020","2020/04/29","","","10.14309/ajg.0000000000000632"
"35073375","Anemia or other comorbidities? using machine learning to reveal deeper insights into the drivers of acute coronary syndromes in hospital admitted patients","Alsayegh F, Alkhamis MA, Ali F, Attur S, Fountain-Jones NM, Zubaid M.","PLoS One. 2022 Jan 24;17(1):e0262997. doi: 10.1371/journal.pone.0262997. eCollection 2022.","Alsayegh F","PLoS One","2022","2022/01/24","PMC8786175","","10.1371/journal.pone.0262997"
"34617914","Predicting the Linguistic Accessibility of Chinese Health Translations: Machine Learning Algorithm Development","Ji M, Bouillon P.","JMIR Med Inform. 2021 Oct 7;9(10):e30588. doi: 10.2196/30588.","Ji M","JMIR Med Inform","2021","2021/10/07","PMC8532010","","10.2196/30588"
"34698644","Predicting the Easiness and Complexity of English Health Materials for International Tertiary Students With Linguistically Enhanced Machine Learning Algorithms: Development and Validation Study","Xie W, Ji C, Hao T, Chow CY.","JMIR Med Inform. 2021 Oct 26;9(10):e25110. doi: 10.2196/25110.","Xie W","JMIR Med Inform","2021","2021/10/26","PMC8579219","","10.2196/25110"
"34468321","Predicting Health Material Accessibility: Development of Machine Learning Algorithms","Ji M, Liu Y, Hao T.","JMIR Med Inform. 2021 Sep 1;9(9):e29175. doi: 10.2196/29175.","Ji M","JMIR Med Inform","2021","2021/09/01","PMC8444043","","10.2196/29175"
"34032581","Leveraging Genetic Reports and Electronic Health Records for the Prediction of Primary Cancers: Algorithm Development and Validation Study","Zong N, Ngo V, Stone DJ, Wen A, Zhao Y, Yu Y, Liu S, Huang M, Wang C, Jiang G.","JMIR Med Inform. 2021 May 25;9(5):e23586. doi: 10.2196/23586.","Zong N","JMIR Med Inform","2021","2021/05/25","PMC8188315","","10.2196/23586"
"33018257","Visualizing Functional Network Connectivity Difference between Healthy Control and Major Depressive Disorder Using an Explainable Machine-learning Method","Chun JY, Sendi MSE, Sui J, Zhi D, Calhoun VD.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:1424-1427. doi: 10.1109/EMBC44109.2020.9175685.","Chun JY","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9175685"
"34891095","Transparency of deep neural networks for medical image analysis: A review of interpretability methods","Salahuddin Z, Woodruff HC, Chatterjee A, Lambin P.","Comput Biol Med. 2021 Dec 4;140:105111. doi: 10.1016/j.compbiomed.2021.105111. Online ahead of print.","Salahuddin Z","Comput Biol Med","2021","2021/12/10","","","10.1016/j.compbiomed.2021.105111"
"32730217","Real-Time Forecasting of the COVID-19 Outbreak in Chinese Provinces: Machine Learning Approach Using Novel Digital Data and Estimates From Mechanistic Models","Liu D, Clemente L, Poirier C, Ding X, Chinazzi M, Davis J, Vespignani A, Santillana M.","J Med Internet Res. 2020 Aug 17;22(8):e20285. doi: 10.2196/20285.","Liu D","J Med Internet Res","2020","2020/07/31","PMC7459435","","10.2196/20285"
"34543228","Ethics, Integrity, and Retributions of Digital Detection Surveillance Systems for Infectious Diseases: Systematic Literature Review","Zhao IY, Ma YX, Yu MWC, Liu J, Dong WN, Pang Q, Lu XQ, Molassiotis A, Holroyd E, Wong CWW.","J Med Internet Res. 2021 Oct 20;23(10):e32328. doi: 10.2196/32328.","Zhao IY","J Med Internet Res","2021","2021/09/20","PMC8530254","","10.2196/32328"
"28914640","Machine learning: novel bioinformatics approaches for combating antimicrobial resistance","Macesic N, Polubriaginof F, Tatonetti NP.","Curr Opin Infect Dis. 2017 Dec;30(6):511-517. doi: 10.1097/QCO.0000000000000406.","Macesic N","Curr Opin Infect Dis","2017","2017/09/16","","","10.1097/QCO.0000000000000406"
"32203486","Toward a unified framework for interpreting machine-learning models in neuroimaging","Kohoutová L, Heo J, Cha S, Lee S, Moon T, Wager TD, Woo CW.","Nat Protoc. 2020 Apr;15(4):1399-1435. doi: 10.1038/s41596-019-0289-5. Epub 2020 Mar 18.","Kohoutová L","Nat Protoc","2020","2020/03/24","","","10.1038/s41596-019-0289-5"
"33674708","Individualized prediction of COVID-19 adverse outcomes with MLHO","Estiri H, Strasser ZH, Murphy SN.","Sci Rep. 2021 Mar 5;11(1):5322. doi: 10.1038/s41598-021-84781-x.","Estiri H","Sci Rep","2021","2021/03/06","PMC7935934","","10.1038/s41598-021-84781-x"
"34269609","Machine Learning Evidence for Sex Differences Consistently Influences Resting-State Functional Magnetic Resonance Imaging Fluctuations Across Multiple Independently Acquired Data Sets","Al Zoubi O, Misaki M, Tsuchiyagaito A, Zotev V, White E, Paulus M, Bodurka J.","Brain Connect. 2021 Oct 6. doi: 10.1089/brain.2020.0878. Online ahead of print.","Al Zoubi O","Brain Connect","2021","2021/07/16","","","10.1089/brain.2020.0878"
